request_id,source_location_id,destination_location_id,category,urgency,time_submitted,deadline,status
Q253,L016,L044,MEDICAL EMERGENCY,75,2026-08-12 09:36,2026-08-12 12:08,PENDING
Q254,L023,L057,MAINTENANCE SERVICE,92,2026-08-12 09:48,2026-08-12 12:43,ASSIGNED
Q255,L030,L005,SHUTTLE SERVICE,19,2026-08-12 10:00,2026-08-12 13:18,IN_PROGRESS
Q256,L037,L018,MEDICAL EMERGENCY,36,2026-08-12 10:12,2026-08-12 13:53,COMPLETED
Q257,L044,L031,MAINTENANCE SERVICE,53,2026-08-12 10:24,2026-08-12 10:57,PENDING
Q258,L051,L044,SHUTTLE SERVICE,70,2026-08-12 10:36,2026-08-12 11:32,ASSIGNED
Q259,L058,L057,MEDICAL EMERGENCY,87,2026-08-12 10:48,2026-08-12 12:07,IN_PROGRESS
Q260,L065,L005,MAINTENANCE SERVICE,14,2026-08-12 11:00,2026-08-12 12:42,COMPLETED
Q261,L007,L018,SHUTTLE SERVICE,31,2026-08-12 11:12,2026-08-12 13:17,PENDING
Q262,L014,L031,MEDICAL EMERGENCY,48,2026-08-12 11:24,2026-08-12 13:52,ASSIGNED
Q263,L021,L044,MAINTENANCE SERVICE,65,2026-08-12 11:36,2026-08-12 14:27,IN_PROGRESS
Q264,L028,L057,SHUTTLE SERVICE,82,2026-08-12 11:48,2026-08-12 15:02,COMPLETED
Q265,L035,L005,MEDICAL EMERGENCY,9,2026-08-12 12:00,2026-08-12 15:37,PENDING
Q266,L042,L018,MAINTENANCE SERVICE,26,2026-08-12 12:12,2026-08-12 16:12,ASSIGNED
Q267,L049,L031,SHUTTLE SERVICE,43,2026-08-12 12:24,2026-08-12 13:16,IN_PROGRESS
Q268,L056,L044,MEDICAL EMERGENCY,60,2026-08-12 12:36,2026-08-12 13:51,COMPLETED
Q269,L063,L057,MAINTENANCE SERVICE,77,2026-08-12 12:48,2026-08-12 14:26,PENDING
Q270,L005,L006,SHUTTLE SERVICE,4,2026-08-12 13:00,2026-08-12 15:01,ASSIGNED
Q271,L012,L018,MEDICAL EMERGENCY,21,2026-08-12 13:12,2026-08-12 15:36,IN_PROGRESS
Q272,L019,L031,MAINTENANCE SERVICE,38,2026-08-12 13:24,2026-08-12 16:11,COMPLETED
Q273,L026,L044,SHUTTLE SERVICE,55,2026-08-12 13:36,2026-08-12 16:46,PENDING
Q274,L033,L057,MEDICAL EMERGENCY,72,2026-08-12 13:48,2026-08-12 17:21,ASSIGNED
Q275,L040,L005,MAINTENANCE SERVICE,89,2026-08-12 14:00,2026-08-12 17:56,IN_PROGRESS
Q276,L047,L018,SHUTTLE SERVICE,16,2026-08-12 14:12,2026-08-12 15:00,COMPLETED
Q277,L054,L031,MEDICAL EMERGENCY,33,2026-08-12 14:24,2026-08-12 15:35,PENDING
Q278,L061,L044,MAINTENANCE SERVICE,50,2026-08-12 14:36,2026-08-12 16:10,ASSIGNED
Q279,L003,L057,SHUTTLE SERVICE,67,2026-08-12 14:48,2026-08-12 16:45,IN_PROGRESS
Q280,L010,L005,MEDICAL EMERGENCY,84,2026-08-12 15:00,2026-08-12 17:20,COMPLETED
Q281,L017,L018,MAINTENANCE SERVICE,11,2026-08-12 15:12,2026-08-12 17:55,PENDING
Q282,L024,L031,SHUTTLE SERVICE,28,2026-08-12 15:24,2026-08-12 18:30,ASSIGNED
Q283,L031,L044,MEDICAL EMERGENCY,45,2026-08-12 15:36,2026-08-12 19:05,IN_PROGRESS
Q284,L038,L057,MAINTENANCE SERVICE,62,2026-08-12 15:48,2026-08-12 19:40,COMPLETED
Q285,L045,L005,SHUTTLE SERVICE,79,2026-08-12 16:00,2026-08-12 16:44,PENDING
Q286,L052,L018,MEDICAL EMERGENCY,6,2026-08-12 16:12,2026-08-12 17:19,ASSIGNED
Q287,L059,L031,MAINTENANCE SERVICE,23,2026-08-12 16:24,2026-08-12 17:54,IN_PROGRESS
Q288,L001,L044,SHUTTLE SERVICE,40,2026-08-12 16:36,2026-08-12 18:29,COMPLETED
Q289,L008,L057,MEDICAL EMERGENCY,57,2026-08-12 16:48,2026-08-12 19:04,PENDING
Q290,L015,L005,MAINTENANCE SERVICE,74,2026-08-12 17:00,2026-08-12 19:39,ASSIGNED
Q291,L022,L018,SHUTTLE SERVICE,91,2026-08-12 17:12,2026-08-12 20:14,IN_PROGRESS
Q292,L029,L031,MEDICAL EMERGENCY,18,2026-08-12 17:24,2026-08-12 20:49,COMPLETED
Q293,L036,L044,MAINTENANCE SERVICE,35,2026-08-12 17:36,2026-08-12 21:24,PENDING
Q294,L043,L057,SHUTTLE SERVICE,52,2026-08-12 17:48,2026-08-12 18:28,ASSIGNED
Q295,L050,L005,MEDICAL EMERGENCY,69,2026-08-12 18:00,2026-08-12 19:03,IN_PROGRESS
Q296,L057,L018,MAINTENANCE SERVICE,86,2026-08-12 18:12,2026-08-12 19:38,COMPLETED
Q297,L064,L031,SHUTTLE SERVICE,13,2026-08-12 18:24,2026-08-12 20:13,PENDING
Q298,L006,L044,MEDICAL EMERGENCY,30,2026-08-12 18:36,2026-08-12 20:48,ASSIGNED
Q299,L013,L057,MAINTENANCE SERVICE,47,2026-08-12 18:48,2026-08-12 21:23,IN_PROGRESS
Q300,L020,L005,SHUTTLE SERVICE,64,2026-08-12 19:00,2026-08-12 21:58,COMPLETED
Q301,L027,L018,MEDICAL EMERGENCY,81,2026-08-12 19:12,2026-08-12 22:33,PENDING
Q302,L034,L031,MAINTENANCE SERVICE,8,2026-08-12 19:24,2026-08-12 23:08,ASSIGNED
Q303,L041,L044,SHUTTLE SERVICE,25,2026-08-12 19:36,2026-08-12 20:12,IN_PROGRESS
Q304,L048,L057,MEDICAL EMERGENCY,42,2026-08-12 19:48,2026-08-12 20:47,COMPLETED
Q305,L055,L005,MAINTENANCE SERVICE,59,2026-08-12 20:00,2026-08-12 21:22,PENDING
Q306,L062,L018,SHUTTLE SERVICE,76,2026-08-12 20:12,2026-08-12 21:57,ASSIGNED
Q307,L004,L031,MEDICAL EMERGENCY,93,2026-08-12 20:24,2026-08-12 22:32,IN_PROGRESS
Q308,L011,L044,MAINTENANCE SERVICE,20,2026-08-12 20:36,2026-08-12 23:07,COMPLETED
Q309,L018,L057,SHUTTLE SERVICE,37,2026-08-12 20:48,2026-08-12 23:42,PENDING
Q310,L025,L005,MEDICAL EMERGENCY,54,2026-08-12 21:00,2026-08-13 00:17,ASSIGNED
